1.591749016326220012e+00,2.511861525931675665e+00,3.968929398865971292e-01,6.263174001614959518e-01,4.604001569986628239e-01,0.000000000000000000e+00,9.672042018045066136e-01,3.137792279938336648e+00,1.505348219073176841e+00,1.043000000000000000e+04
2.120262075379649058e+00,2.443509586865878491e-01,3.169394880134410175e-01,7.483621886044721228e-01,6.718231483698488724e-05,2.114548255839261981e-01,1.547919549721514576e+00,1.086678741236490220e+00,2.311759419418844441e+00,4.082000000000000000e+03
1.690347567438370779e+00,1.662653025788833006e+00,1.915132774939190818e-01,8.784332591710687990e-03,2.667773226680895116e-01,1.911147719235672671e-01,6.207479275885405823e-01,1.941144514049679692e+00,1.506397833690690247e+00,3.976000000000000000e+03
1.429941426581237574e+00,1.761866219762592056e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.979484923292618159e-02,4.117376264066398978e-02,1.162531382624632625e+00,6.066319595237264911e-02,1.220677737621193470e+00,2.890000000000000000e+03
2.150560716867699007e+00,3.719101250423441751e+00,0.000000000000000000e+00,1.278200820661805071e-01,0.000000000000000000e+00,2.023858899067552120e-01,1.141121293384839364e+00,3.022653516173073651e+00,4.405081462605388576e-01,4.202000000000000000e+03
5.202579787614486362e-01,8.946682972025142844e-01,2.375999643059290706e-02,1.936493722029505593e-01,0.000000000000000000e+00,2.374404012609776238e-01,4.158233665655914346e-01,1.683753212595807958e-01,2.682185417443835096e+00,3.659000000000000000e+03
8.053691824694044765e-01,2.488714263819850891e-01,2.383439294166088962e-01,4.304972058658493306e-02,1.837129164878403831e-01,4.544763880148664295e-03,1.948472375268252454e+00,1.153010217275291405e+00,2.662719417312209291e+00,3.410000000000000000e+03
1.136632963818096642e-01,1.206887433220876282e+01,0.000000000000000000e+00,1.829442143968152412e-01,6.973072764725186945e-02,1.553483302937216926e-01,1.385824419637704308e+00,2.274061822958409973e+00,3.256620113792094262e+00,1.199200000000000000e+04
3.899212376167817240e+00,5.716357095603624927e+00,2.085552391663003657e-01,3.490182200190782846e-01,2.052345330290227532e-01,7.636545455363651091e-02,1.301677079173909402e+00,1.620964765218026127e+00,1.567833844729643822e+00,9.693000000000000000e+03
6.912575290093092573e-01,8.733406956680553890e+00,9.095208159702792249e-04,6.078130632074280754e-02,5.971952569171023323e-02,1.253066834367846244e-02,8.477632315785373907e-01,3.649063625897298047e-01,4.216654870328759408e+00,9.361000000000000000e+03
