5.248790779101809578e-01,8.526957684762074274e-01,2.757790369462023605e+00,3.674658060073852539e+00
5.092093954837549896e-01,1.191253888676605088e+00,2.859808734768662486e+00,8.761368036270141602e+00
5.530866615334435465e-01,1.009826730003820394e+00,2.688165652620872592e+00,4.062795877456665039e+00
4.615226933196086012e-01,1.248331681128550974e+00,3.009884047426897524e+00,3.062963008880615234e+00
5.917611816214543019e-01,6.288375666885889226e-01,2.291995098111432760e+00,4.668271064758300781e+00
5.619818394219153745e-01,6.784667262134509436e-01,2.392891348562117937e+00,5.698807954788208008e+00
4.547061581868813152e-01,1.129961478702987465e+00,2.849185379292475950e+00,4.974381923675537109e+00
4.326242448125498519e-01,1.908226761904315616e+00,3.087614091533441574e+00,3.023806810379028320e+00
4.709645985165731297e-01,1.204475225529743954e+00,2.973464317349193475e+00,9.694827079772949219e+00
5.049434492095985494e-01,1.453580046766891787e+00,2.773214707076919083e+00,5.269592046737670898e+00
5.069255804842195401e-01,1.140046335656217824e+00,2.944502313983969444e+00,5.765231132507324219e+00
5.344507560053154416e-01,7.198509894452044255e-01,2.711121867467627400e+00,3.350519657135009766e+00
5.103383602635850336e-01,9.601295359088662940e-01,2.910617783431733940e+00,4.321120977401733398e+00
4.985155471811554828e-01,8.649338603993590446e-01,2.597379825938589626e+00,4.021730184555053711e+00
5.333286757406630052e-01,8.765377480897087459e-01,2.596900158004771253e+00,1.329591035842895508e+00
4.362002626796253058e-01,1.221222807622098339e+00,2.948215767077566163e+00,5.438944101333618164e+00
4.579151296617030575e-01,1.038011211379111565e+00,2.778731764967261153e+00,4.599030971527099609e+00
5.433322961597827350e-01,1.058281273890812280e+00,2.678404394735805827e+00,5.392055034637451172e+00
5.410417190918025421e-01,1.491426117464382139e+00,2.892206894485481072e+00,4.260342121124267578e+00
5.077816374208050654e-01,9.157106618117336616e-01,2.781561967182199169e+00,5.499957084655761719e+00
4.793321019342736133e-01,8.617489195604185470e-01,2.847143684082266368e+00,4.162930965423583984e+00
5.085008382808032801e-01,5.626244088742875515e-01,2.841693160107995109e+00,9.051474809646606445e+00
4.865305893502545054e-01,8.683821339813606599e-01,2.812747904437417734e+00,3.811131954193115234e+00
5.023223410233026431e-01,1.080827856910335338e+00,2.772687396621568823e+00,5.722922086715698242e+00
4.626689494959113080e-01,1.049995938456192324e+00,2.909872944740117706e+00,4.636997938156127930e+00
5.144201194668461818e-01,7.978220919230419872e-01,2.614129324435513269e+00,3.712952852249145508e+00
5.632363649207943190e-01,6.144969025383401062e-01,2.454525202327244138e+00,5.613310098648071289e+00
4.973948723017991291e-01,1.024903569164239858e+00,2.865012443082918470e+00,4.544980049133300781e+00
5.070849758568565235e-01,1.083341988307758852e+00,2.792123024085429339e+00,5.111203908920288086e+00
4.822329191269410509e-01,1.384000522035037095e+00,2.797385783197842368e+00,2.940718173980712891e+00
4.609065050108946404e-01,1.714419534418113678e+00,2.821731314874675878e+00,3.246823072433471680e+00
4.978407356095729264e-01,9.604218599680024449e-01,2.838797193224261939e+00,4.199926137924194336e+00
4.255440309240151042e-01,9.917279537387592159e-01,2.973309761154877329e+00,5.712776899337768555e+00
4.573260135318619746e-01,1.537470446957273973e+00,3.182519096797749913e+00,4.513060092926025391e+00
4.337950092150195114e-01,1.194813516759895000e+00,3.054547053655583877e+00,4.034132003784179688e+00
4.677647398777144971e-01,1.200148005702216025e+00,2.944991267373163524e+00,5.349912881851196289e+00
4.949340283722872269e-01,8.972259034024917534e-01,2.740016493930209407e+00,4.568415164947509766e+00
5.503671822009920112e-01,8.087733050714768224e-01,2.446966380668788688e+00,2.494479894638061523e+00
3.282256965185678110e-01,1.441605257893174619e+00,3.355776671057843163e+00,3.716515064239501953e+00
5.322381435191808619e-01,7.476454065465598653e-01,2.536545088193398634e+00,5.598493814468383789e+00
4.717130688352026424e-01,1.092015406140408373e+00,2.724683391871768556e+00,4.779673099517822266e+00
4.412349500005564029e-01,1.316919946299407895e+00,3.179792938738181363e+00,5.248781919479370117e+00
5.044625597838551245e-01,7.265069947960549612e-01,2.879643769285652688e+00,5.115351915359497070e+00
4.799984087592771842e-01,1.032478022876474277e+00,2.767636004928842208e+00,3.288733959197998047e+00
5.303075031029544917e-01,1.187502077266931355e+00,2.568233341678049175e+00,3.805314064025878906e+00
5.321159854205068651e-01,1.048166111706546610e+00,2.731271820595628341e+00,2.610543966293334961e+00
5.736895225096340090e-01,5.225766740440984659e-01,2.372854881837656915e+00,5.980873823165893555e+00
4.968842562677027730e-01,7.844768354378448549e-01,2.757808618932219069e+00,4.710368156433105469e+00
4.931827927242565801e-01,7.349901009975655652e-01,2.746150269603780725e+00,3.708276033401489258e+00
4.963742749867774973e-01,1.490788155343950372e+00,2.943840693687090670e+00,4.070502281188964844e+00
