2.083614834633470264e-05,5.608079654958359221e-04,9.999999999999999791e-17,2.807053430787832937e+01,9.636546716924682121e-01,2.814534348774769268e-01,1.758125067662404604e+02,4.124038705058000881e-02,3.673033207787158361e+00
6.029219695421680209e-02,1.109379657776817796e+00,1.504732976796405719e-01,1.163847715127647753e+01,2.895592091891792674e-01,9.999999999999999791e-17,1.265628846360510629e+01,3.301444998858104468e-02,6.533594415556821744e+00
1.032376766449095160e-03,9.999999999999999791e-17,2.872370269582012162e-04,9.386789930179003250e+01,1.210027882657780871e-02,9.999999999999999791e-17,1.165164561697355516e+01,6.730104244463951113e-02,3.081776429899329539e+00
4.008079881572943620e-02,2.532501692575758856e+00,9.999999999999999791e-17,1.397862991003046229e+00,7.406536012330175445e-02,4.882694552951232780e-01,4.932170672843499415e-01,8.052709706595072726e-04,-2.792721433043212631e-01
1.525686804038547759e-05,7.973332346193925391e-01,9.103379295106935887e-01,1.706426306695295736e+01,4.745795571089647114e-01,1.322899680154912687e+02,1.177277918915867438e+01,3.998143799442194224e-02,1.720149285650221849e+00
1.107357118053223510e-01,6.361864995835778136e-02,3.987785891702129715e-01,4.281579808908492879e+00,6.040096157850179948e-01,3.535804337522280072e+00,1.352215852394297180e+01,3.509559830416748849e-02,1.276070817285338599e+01
7.433228971003934260e-02,9.999999999999999791e-17,9.999999999999999791e-17,1.253717226767406545e-01,8.753599439355420619e-01,2.301446589600292025e+00,1.292568144084529820e+02,9.999999999999999791e-17,1.905852547228138461e+00
3.465943338509251681e-02,7.175087738708720408e+00,7.864207081693199708e-01,5.246554289450435782e+00,9.999999999999999791e-17,1.274823781849079074e+00,1.795075296204237958e+01,9.999999999999999791e-17,1.684471240890676924e+01
1.186261081190463813e-02,1.505536202687227210e+00,9.999999999999999791e-17,1.483156280313820119e+01,2.111216148953533045e-01,1.638998502662637025e+00,1.059502151347626508e+01,5.683982059199628456e-02,2.490596839670260021e+00
8.006083427404869139e-05,2.706447102888735680e-04,9.111693283742345884e-01,4.666429998915678778e-01,9.307372465388226157e-01,3.431928014696384821e+02,1.915591618597037780e+02,4.669326332094889120e-02,2.769867075029344150e+00
8.295869537709756047e-03,1.405155116954855399e-01,5.792086722853702074e-01,2.180970236171047016e+00,7.207804331991457536e-01,2.175900040285507941e+01,4.014957112314213106e+01,6.361519921973436686e-02,6.325124590952361459e+00
1.002075272364292852e-03,9.999999999999999791e-17,4.061908187855155401e-03,2.435285673111344096e+01,6.642530893782144785e-01,9.999999999999999791e-17,3.824281893116688025e+01,6.103177786125651982e-02,1.527476339513801351e+00
4.339717997413292463e-03,7.152769774897146604e+00,9.852078625200592077e-01,7.694013838517405723e+00,3.016614405644500452e-01,1.350437975060634788e+00,1.740824620344977447e+01,9.999999999999999791e-17,2.203327986129614047e+01
3.417136033174418552e-02,1.306019670777090183e-03,9.999999999999999791e-17,9.999999999999999791e-17,9.279211737021020312e-01,3.759270806532192921e+00,2.659395271008893928e+02,9.999999999999999791e-17,-1.047207972002974996e+00
5.439494107622214192e-02,9.999999999999999791e-17,9.999999999999999791e-17,1.167283744838623349e-01,9.178184168954459654e-01,4.037986563089732250e+00,9.977199613286150282e+01,9.999999999999999791e-17,1.535492532577632074e+00
3.868786865420078408e-02,7.226524979295918527e-01,1.966939165822672586e-01,6.428398627096437723e-01,3.429261446563404703e-01,5.729923760609970884e+00,2.510745975061916013e+01,9.999999999999999791e-17,-6.935946593001281191e-02
9.999999999999999791e-17,3.205697369764051619e+00,8.170968154193529731e-01,3.973523076120847874e-01,9.999999999999999791e-17,1.437811310011688306e+02,9.999999999999999791e-17,9.999999999999999791e-17,2.431021274956019909e+02
1.103479495251053448e-04,7.539085354113994608e-02,9.943017191717643533e-01,2.379983409493770068e-03,8.268143816055630868e-01,9.999999999999999791e-17,7.174496168361660864e+01,2.888250182864843946e-02,3.861534272828677228e+00
2.525686496738404827e-02,1.889684130682835139e+00,6.871732361351227114e-01,1.277747912258607599e+01,1.031268863789598644e-01,9.846671866547149321e+00,1.835925861392309955e+01,6.886905155044459326e-02,2.142348432384634194e+01
9.999999999999999791e-17,5.108419072915675763e+00,9.999999999999999791e-17,1.276626630794420958e+00,9.999999999999998890e-01,7.323454792719207296e-01,1.097525762337251631e+00,9.999999999999999791e-17,5.243241145082747607e+02
5.282680750811262439e-04,4.747794967950400014e-01,7.904206825315935880e-01,1.491535496073339129e+00,6.103476550169156800e-01,1.495522615193461604e+02,2.135164988591078483e+01,2.475047426356311725e-02,2.775611149282316337e+00
7.263259654059801840e-02,9.999999999999999791e-17,7.179299706143128512e-01,5.029967397521846628e+00,6.517731859427634555e-01,1.398194500598052059e+01,2.636149933667934775e+01,9.999999999999999791e-17,4.865897772389606502e+01
5.776943868357311933e-03,1.291392119110073844e-01,9.832695924007499588e-01,9.999999999999999791e-17,9.878529912239052413e-01,3.814001301807898425e+00,1.504371326752051630e+01,9.999999999999999791e-17,5.953372062086806693e+01
1.633388577804805028e-04,1.674914330676490204e+00,9.999999999999999791e-17,9.999999999999999791e-17,3.926449314952480951e-01,2.215967322482008228e+00,4.974715291952624519e+00,2.041373531429328120e-02,-2.214140082847793067e+00
6.609223449950520080e-02,3.902922957612365851e-01,2.021389303666144832e-01,1.341738575447891435e+00,6.134842977831063138e-01,6.222560389733595265e+00,4.025640389480903991e+01,9.999999999999999791e-17,5.603764195441835128e+00
