2.704211164486985258e-02,1.173254304996653374e+01,9.999999999999999791e-17,9.999999999999999791e-17,1.551463021591257929e+00,1.424920937180701452e-02,5.361204490258243638e+00
7.721430668778848320e-05,1.177289150097392856e+01,5.141379969005360969e-06,8.397567211485711851e-05,9.999999999999999791e-17,1.029201085399357868e-01,9.545439473551592613e+00
1.253044296284831337e-03,4.801370798856670952e+00,1.954646634915758185e-01,3.287886444610038303e-03,1.544460376539631419e+00,4.644788542600127718e-02,3.801511821436960759e+00
9.999999999999999791e-17,2.824313344744888710e+00,9.999999999999999791e-17,1.446354873468196946e-02,4.142234532740641240e-01,9.999999999999999791e-17,-2.806637847983005085e-01
9.999999999999999791e-17,6.249240217486730309e+00,9.999999999999999791e-17,7.802328520272571420e-03,2.036811459661731715e+04,9.999999999999999791e-17,4.472122695375958301e+00
9.999999999999999791e-17,1.042644523514011823e+01,9.999999999999999791e-17,2.318936818573065495e-02,7.474161534615431535e+00,9.999999999999999791e-17,1.871762820018411588e+01
4.695380143316081958e-03,3.248111820854759912e+00,9.999999999999999791e-17,1.843374964838868577e-02,2.119273527709237533e+04,8.690857086984358701e-03,2.154831317087230413e+00
9.999999999999999791e-17,1.214504390420662716e+01,6.727328274525511409e-01,1.446993733587789840e-03,3.708089682080364469e+01,9.999999999999999791e-17,2.208453766139819763e+01
9.999999999999999791e-17,4.846081845182916403e+00,3.097458676652323911e-02,1.359078555886187104e-02,1.717037937208137466e+00,9.999999999999999791e-17,2.809800013097393023e+00
9.999999999999999791e-17,3.699499859016821546e+00,9.999999999999999791e-17,3.778118247599288743e-02,1.237435984687259624e+05,9.999999999999999791e-17,4.723934781671472294e+00
9.999999999999999791e-17,5.035253995767121182e+00,2.272022857345157854e-01,1.191246190640841279e-02,3.050823442874933278e+01,9.999999999999999791e-17,8.795567441222257088e+00
9.999999999999999791e-17,3.753557170301684565e+00,9.999999999999999791e-17,1.626780421783771344e-02,4.913919521845505369e+04,9.999999999999999791e-17,1.813058383395896200e+00
9.999999999999999791e-17,1.716003771721364402e+01,6.441078251944289956e-01,1.677690045409583773e-03,3.788088973884991617e+01,9.999999999999999791e-17,2.553945658537005770e+01
3.012144304683727486e-02,2.796444329374416782e+00,9.999999999999999791e-17,9.999999999999999791e-17,1.511024155740321895e+00,4.049917284816205443e-03,-9.943016387812557699e-01
4.311466200187976348e-03,4.753633857417731257e+00,9.999999999999999791e-17,1.052435192262536970e-02,9.550651210850268358e-01,9.999999999999999791e-17,2.585686799197245644e+00
1.676102615816785432e-13,2.307582090074775216e+00,1.422199399328578618e-14,9.999999999999999791e-17,5.277926289573974666e-02,5.757650431377992623e-02,1.660204616958665252e-02
9.999999999999999791e-17,3.128193693055461022e+00,9.999999999999999791e-17,2.475574406841680661e-02,6.995511154573419788e+01,9.999999999999999791e-17,1.469587817570472854e+00
9.288197948839697340e-04,7.282457211333333014e+00,3.748374228808804554e-01,9.999999999999999791e-17,5.137637396938407042e-01,4.675357823014505976e-02,4.500411746083753606e+00
9.999999999999999791e-17,1.861435608857347290e+01,4.895352238574938730e-01,3.763063096617244238e-03,1.334140487565773725e+01,9.999999999999999791e-17,3.261574356224053872e+01
9.999999999999999791e-17,9.208425180071751370e+00,9.999999999999999791e-17,1.580253763911668510e-02,5.689498332705166831e+04,9.999999999999999791e-17,9.897936180134568218e+00
9.999999999999999791e-17,4.287229369566833093e+00,9.999999999999999791e-17,1.695876200225380354e-02,1.160205757368754087e+00,9.999999999999999791e-17,3.504105051691974282e+00
1.846719854364213629e-03,3.442490758120425198e+01,9.163737650184075045e-01,9.999999999999999791e-17,4.212341884645020684e+01,2.624197396988260378e-01,8.336984533973118516e+01
9.999999999999999791e-17,3.052292672250303696e+01,6.632456085190999717e-01,3.348014839414722912e-03,1.289637903140495823e+01,9.999999999999999791e-17,8.004204700547003881e+01
1.740628604306181451e-02,3.686547106731585810e+00,9.999999999999999791e-17,4.944109771530929556e-04,1.708612686471982167e+00,1.347959408163384954e-03,-2.062757316083700054e+00
9.999999999999999791e-17,6.374709563093323261e+00,9.999999999999999791e-17,1.473064376431878868e-02,1.534762132006863249e+04,9.999999999999999791e-17,6.121727415712915565e+00
