6.123064787106453633e-01,6.434785192610381621e-01,2.382424175223497864e-01,3.957494805706427976e-01,1.087704512311821414e+00,3.418444183228491751e-02,9.999999999999999791e-17,1.155087785511963894e+00,8.824916490416748772e-08,1.489461935951645160e+02
3.249611961586015507e+00,9.999999999999999791e-17,9.999999999999999791e-17,9.999999999999999791e-17,1.334568697994627406e+00,9.999999999999999791e-17,1.473418787615278447e+00,2.758216869398822935e-01,9.999999999999999791e-17,1.848019207274969062e+02
2.005640604077467692e+00,2.835535322889794596e+00,2.092345330380266655e-01,9.999999999999999791e-17,1.594784993008675489e-01,2.278293836194688060e-01,6.665129435353668974e+00,5.434152433057690246e+00,9.999999999999999791e-17,1.481406329707185421e+02
7.738683884113990441e-01,9.999999999999999791e-17,5.635660658893144603e-01,9.999999999999999791e-17,1.923075826571478686e+00,9.999999999999999791e-17,2.463790455919879996e+00,1.069901311811277900e+00,1.347084984050629819e+00,2.012852700240819956e+02
1.392065290291546716e-03,2.171924774062862440e+00,9.990240155822163182e-01,1.026459394353450325e-07,5.298408387932443953e-01,1.929460236433767906e-01,6.691503445606322709e-01,2.154069898442446007e+00,4.671884430146314715e-01,1.285266807975237953e+02
1.974066925366539049e+00,1.107564179824612305e+00,9.999999999999999791e-17,9.807317543007736116e-02,1.371843849130524040e-01,5.894558490206640577e-01,1.494891621608919863e+00,1.028634931438417555e+00,9.999999999999999791e-17,1.226841056153534169e+02
2.735147458616336458e+00,9.999999999999999791e-17,9.999999999999999791e-17,9.999999999999999791e-17,1.385088645319441758e+00,9.999999999999999791e-17,8.269448270680735957e-01,5.536260196764095642e-01,9.999999999999999791e-17,1.447141946391255942e+02
1.027959814113771873e-02,3.131899107352192346e-01,9.950726865121747311e-01,4.244506750800668295e-05,5.651081538293646345e-01,6.030674767087337296e-01,2.885996873536806895e-01,2.115140801694712636e+00,9.999999999999999791e-17,1.241765279551906929e+02
9.296422283621178506e-01,9.301595514663787423e-01,9.999999999999999791e-17,9.999999999999999791e-17,5.139674722982698896e-01,5.101378763599543342e-01,1.403687771970056231e+00,6.583651102269273414e-01,5.138896432362721756e-01,8.168957846555758806e+01
7.064376564580422315e-06,1.101081538417245875e+00,9.999910776888089048e-01,2.846087691852092059e-15,4.700615177674321021e-01,5.175324164063722643e-01,5.540021331686858508e-01,1.779572123042499454e+00,1.944541143177670461e+00,1.812966547367655892e+02
1.320390768574868590e+00,9.999999999999999791e-17,3.647522016149452595e-01,9.999999999999999791e-17,1.266618237249077072e+00,9.999999999999999791e-17,2.006135599133553882e+00,6.028558683614538838e-01,6.362747722710631049e-01,1.196564273080658154e+02
9.999999999999999791e-17,2.052495554006325218e+00,2.184074003973236755e-01,8.285159944911287822e-01,2.882322881076889720e-01,9.999999999999999791e-17,3.726127109511942481e-01,1.799399067913510120e+00,9.999999999999999791e-17,1.289382474508922485e+02
2.368584550588102855e-01,1.416329273392453070e+00,9.999999999999999791e-17,9.999999999999999791e-17,8.392203838354932444e-01,2.272175470748976911e-01,2.422076305165915766e+00,9.543269071339098630e+00,1.973888135501219443e+00,1.406183469363481890e+02
7.036053549099025159e-05,7.665919236160945172e-02,5.769277212932459875e-01,2.278349800853128049e-01,1.796869511954725329e+00,1.711327591668512302e-05,1.405393924485899948e+00,7.655596808774482731e-02,1.525552584636845066e-01,6.117566623813578275e+01
9.999999999999999791e-17,1.641116705146574025e-04,9.999999999999999791e-17,7.857555942021461348e-01,1.640338145479413035e-01,8.710576960685444403e-01,5.571440685412543808e-02,5.695427984103733632e-01,4.443613914478975087e-03,1.185679218457595283e+02
2.820121253106573911e-01,9.999999999999999791e-17,1.267042768121188084e-05,6.768832150114805213e-01,6.887755819148667635e-01,4.859358891312212103e-01,4.830362890025609313e-02,8.525387232762090539e-01,9.999999999999999791e-17,1.623634590686196759e+02
3.770776116256105046e-05,1.671764986006607057e+00,9.999636347272260473e-01,9.999999999999999791e-17,9.999999999999999791e-17,9.999999999999999791e-17,5.154959055226230324e-01,2.513513553816050239e-01,1.147421830207270510e+00,9.204964606451150644e+01
5.465319693889425512e-02,5.079748581525526767e-03,6.915703504446124583e-01,1.482090255159342340e-01,1.825304563356693999e+00,9.999999999999999791e-17,2.181215182086552851e+00,5.057992556959421959e-01,1.244772402171518966e+00,1.460428922023058647e+02
4.539628416104589392e-02,1.229236249474492615e+00,8.885483788974000152e-01,8.767024848047430454e-04,1.008906607483957663e+00,2.803745425744380015e-01,2.703650122553850732e+00,8.753334285537797133e-01,2.564502142263207940e+00,1.892337595603879379e+02
