1.014929684693840262e+00,9.204314201334753420e-01,5.687136320886253538e-01,9.999999999999999791e-17,4.941971351279660363e-01,4.358334442915869911e-01,4.464438972324717980e-01,1.079238073467200021e+00,1.977486825015010996e-01
9.868918896144508457e-01,1.463901494820742055e+00,1.113715876776247837e-01,3.266443847768285003e-01,4.111253785961788698e-01,3.321216632396300494e-01,9.999999999999999791e-17,1.701061586634201150e+00,1.304638378857959913e-01
9.698786774228446150e-01,1.519229606450303693e+00,6.302739157678202142e-01,9.999999999999999791e-17,3.890538729029813791e-01,3.595609584189082275e-01,8.299414917871941189e-01,1.452904056660489163e+00,9.999999999999999791e-17
1.276840100605069583e+00,9.992317165351670694e-01,4.193717651371605681e-01,6.482612997490241891e-02,4.446149380126317441e-01,3.526435358433773204e-01,1.052816046026142649e+00,9.483097740601266201e-01,9.999999999999999791e-17
1.486186276622547542e+00,1.361053054047095756e+00,4.438039287280499123e-01,9.999999999999999791e-17,2.596203251845262683e-01,4.337173335482624181e-01,8.039131017951826053e-01,1.355936919346457881e+00,9.999999999999999791e-17
1.257043680366476401e+00,1.228058404135673465e+00,3.556892758308286551e-01,9.119100849420240518e-02,4.025590384273788902e-01,3.639572139365793157e-01,8.029672493941977240e-01,1.181847863465350645e+00,9.999999999999999791e-17
4.888978118995084172e-03,6.494817022182959310e-01,8.778684628226127717e-01,9.999999999999999791e-17,6.547699152887561658e-01,4.706575064652755436e-01,4.594826417510913252e+00,1.986757651907432143e+00,2.053762032881745636e+00
1.024397303572797346e+00,9.685085529995347553e-01,4.369335523761428419e-01,1.041177361804612456e-01,4.687456551161911511e-01,3.638607292755288714e-01,9.920268316370529638e-01,9.413405541771855400e-01,9.999999999999999791e-17
1.124611398757352498e+00,1.375578009293399129e+00,5.615340075135267783e-01,9.999999999999999791e-17,2.580016916238023206e-01,4.161078557871363826e-01,6.937970679408353991e-01,1.080361157561467556e+00,9.999999999999999791e-17
1.390267189022607319e-01,8.220577544978312501e-01,4.772198042633848392e-01,7.871954316883597591e-02,5.333341152947950192e-01,3.036949858090739474e-01,3.342237152846452286e+00,2.225191525768416501e+00,1.660071679719805182e+00
1.887722357171609300e+00,1.010623750565315060e+00,2.704387713146289562e-01,9.999999999999999791e-17,3.251327370118574644e-01,4.835790743726036678e-01,3.385555981699196249e+00,1.215412331178712169e+00,9.999999999999999791e-17
1.191798444241932486e+00,8.018409509683127601e-01,3.998767119096214850e-01,9.999999999999999791e-17,3.974223417711135187e-01,5.075807252859805274e-01,9.400184797859439945e-01,1.331016410781783899e+00,5.658135793272168756e-01
1.267972436507724954e+00,1.347790122573089500e+00,3.599150131510718276e-01,5.528638493468460841e-02,3.198158963047039727e-01,3.786874585732106779e-01,1.430771848482115916e+00,1.336136800499464261e+00,9.999999999999999791e-17
1.377482169615022345e+00,1.504521393263068552e+00,4.520233968011380110e-01,9.999999999999999791e-17,4.285635272017352393e-01,2.953299074198790786e-01,9.523451234258404341e-01,1.383690591618762733e+00,9.999999999999999791e-17
6.633667410291422817e-01,6.443969318756753717e-01,6.669989196626820993e-01,9.999999999999999791e-17,3.648908513298452783e-01,4.963416773104629143e-01,8.050835923500729852e-01,8.703224261290880559e-01,7.686585185811262155e-01
1.371584472930963694e-01,2.520633587694980915e-01,6.077506599069174564e-01,9.999999999999999791e-17,5.777360267671473038e-01,6.163301391502814530e-01,3.129176750369268234e+00,2.137093587063723543e+00,2.128941291864061114e+00
1.084032579619444991e+00,1.162542002187563206e+00,3.966027377791781494e-01,4.301090403319390160e-02,4.265512355186799609e-01,3.573720224091530562e-01,6.221868118956713767e-01,1.095601575017525864e+00,4.254466980753272010e-01
9.646865189780684524e-01,1.045257055807229829e+00,5.098473874715160337e-01,1.126413722935616923e-01,4.409808917059697686e-01,3.992115493634179058e-01,6.928186997575862538e-01,1.335974488020935880e+00,9.999999999999999791e-17
4.925164523874319134e-01,6.716637636000951650e-01,6.269124853311187628e-01,9.999999999999999791e-17,6.040853685610209078e-01,3.489614344477426355e-01,9.060570534888422456e-01,1.359339529726063756e+00,1.257063430259189429e+00
2.866487919118472782e-01,7.286872326291481405e-01,5.747461001256444213e-01,9.999999999999999791e-17,4.376427474049589539e-01,4.310512732566592620e-01,2.457117544299969758e+00,2.343467908288505264e+00,1.758009372956329086e+00
