8.456100725155483167e-01,7.596680342402971631e-01,5.770870281742814800e-01,1.157974011200487929e+00,6.595604440628805021e-01
1.504795099001760228e+00,1.553935315775942350e+00,2.383091468392322387e-01,1.484061955250560061e+00,9.999999999999999791e-17
1.381451159416800856e+00,1.263786824135662679e+00,3.925381132523723116e-01,7.649756314404783097e-01,8.757153596741602819e-02
1.321553494347682989e+00,1.296119053477210015e+00,3.444362652369041267e-01,1.518697552990431854e+00,1.280066433185891861e-01
1.517040303141334201e+00,1.611221586467456834e+00,2.076243847515210905e-01,2.363079452070206088e+00,9.999999999999999791e-17
1.486970678481334573e+00,1.475270317687665367e+00,2.547829066649333618e-01,1.551032875112309473e+00,9.999999999999999791e-17
5.239300608862681452e-01,5.479260124079269323e-01,7.039295652327953734e-01,1.045424063911514656e+00,9.664572006491093381e-01
1.538935756552908929e+00,1.492818065581582809e+00,2.819362147103663951e-01,1.391408371196637628e+00,9.999999999999999791e-17
1.067914323305818591e+00,1.104727565338227135e+00,3.774730712741871108e-01,1.188490578511897988e+00,4.181705164619947124e-01
6.148100434575077822e-01,7.129798292074970290e-01,5.795582179293929936e-01,1.673266804438765742e+00,8.668929334238979489e-01
1.473741520333561095e+00,1.508842180871044825e+00,2.941737420153677229e-01,1.087248885375446950e+00,9.999999999999999791e-17
1.514242053952783440e+00,1.438261388163611265e+00,3.095840592833447036e-01,1.142287304567409123e+00,9.999999999999999791e-17
8.808495240105268520e-01,9.216655225845530319e-01,4.011836990761837862e-01,1.460144262061337628e+00,6.094837032573515723e-01
5.729799760090160676e-01,5.329882910533418894e-01,6.302499593366351904e-01,1.747207270868066376e+00,9.436354279992082983e-01
1.527360815493698842e+00,1.420770345644605026e+00,2.827222903915893593e-01,1.172098768437705330e+00,9.999999999999999791e-17
1.514203037052211043e+00,1.490983782325363327e+00,2.494587333212576752e-01,1.172405777131861671e+00,9.999999999999999791e-17
6.626996508683299369e-01,6.896650386640972297e-01,5.871633698016393010e-01,1.350665887953390376e+00,8.075106541868102283e-01
7.225639812578051879e-01,6.615301127850874430e-01,6.466783315775219698e-01,1.159639411770871709e+00,8.056580931084227348e-01
1.052820407103046030e+00,1.162478665006661194e+00,3.432281522373707427e-01,1.358235090188214533e+00,4.286875748880154546e-01
1.539378460080244038e+00,1.445076576104898480e+00,3.299544535671055656e-01,1.136060846328718066e+00,9.999999999999999791e-17
8.276528256891231283e-01,6.957805737703098847e-01,6.183252921800425073e-01,7.619692206657475708e-01,6.899579840876433057e-01
1.486789627591093454e+00,1.514594520265831079e+00,2.610383647915573979e-01,1.567146318780407999e+00,9.999999999999999791e-17
1.347539396381322030e+00,1.249677081777675225e+00,3.637639632503606446e-01,9.344365111666782520e-01,1.666221079257367288e-01
8.791693773216591179e-01,8.640982406823350948e-01,4.326603468691891385e-01,1.623234141229954908e+00,6.061463193368215041e-01
1.058771273370987975e+00,1.142305951171703082e+00,3.778987943560412344e-01,1.373745556448610072e+00,3.881663361446764382e-01
1.435343921326035277e+00,1.478460481582519304e+00,2.902033420929923113e-01,1.021960727470886177e+00,9.999999999999999791e-17
9.917610301913390991e-01,1.013628156107194922e+00,4.228705374604932454e-01,1.400395896330546286e+00,4.779216312945541723e-01
5.906553478927619727e-01,5.623001143751027442e-01,6.990310756935703695e-01,1.284326869206120714e+00,9.107186435942948854e-01
6.649415140093383192e-01,7.186085582159151830e-01,5.346730450726094874e-01,1.943489646501002976e+00,8.173448804742053930e-01
1.045053681121082212e+00,1.035276318278613994e+00,3.697246523656787520e-01,1.470614601487861384e+00,4.211424211166387432e-01
8.430620646645224925e-01,7.670818659077769386e-01,5.137948947264954214e-01,9.342995377151943615e-01,6.570110259978515499e-01
7.382221501740405811e-01,7.382167649773254681e-01,5.082342441154727997e-01,1.496345533221757229e+00,7.624465166890593837e-01
7.921514001252052406e-01,7.454884125185853305e-01,5.098373022255114906e-01,1.283674790173184643e+00,7.244497935346089212e-01
1.516702339880032779e+00,1.505327717548273991e+00,2.693094551265986514e-01,1.482678617448146108e+00,9.999999999999999791e-17
1.495471769452822786e+00,1.492017449896423376e+00,2.854090406079549114e-01,1.152476942166726470e+00,9.999999999999999791e-17
1.230244753262795587e+00,1.240868348891200679e+00,3.413430995375589250e-01,1.134851629528548456e+00,2.595027048113804913e-01
1.510282898696482912e+00,1.439401742322850231e+00,3.129117198836985358e-01,1.281506876758464530e+00,9.999999999999999791e-17
9.813518013567866793e-01,1.016338966705959246e+00,4.259500089959287195e-01,1.775364643036620338e+00,4.965556217335213018e-01
1.237771818704895166e+00,1.163206634358940450e+00,4.078682705039315404e-01,1.019863676732644109e+00,2.323451986579668782e-01
8.221494481462572335e-01,6.679876500155319530e-01,5.605246314030228882e-01,1.100358481199074534e+00,7.179564025039140152e-01
1.523326435255866640e+00,1.490280389516289494e+00,2.380089540039060092e-01,1.906451206122681707e+00,1.236392385478572546e-02
4.202241450257557243e-01,4.657187658923129248e-01,9.030801975064494114e-01,1.475436998588246507e+00,1.093757722025328727e+00
1.520941442747646866e+00,1.487166951806170090e+00,2.676058504452090703e-01,1.701438580183314953e+00,9.999999999999999791e-17
7.754382392158174486e-01,7.754330774783665392e-01,4.361046601016712043e-01,1.561875464644134404e+00,6.832247491002365614e-01
1.153419054452251791e+00,1.133207917526668940e+00,3.571732416397527810e-01,1.428346745439271981e+00,3.609429279329844364e-01
1.377989598550649841e+00,1.424396055941914652e+00,2.836199979368639323e-01,1.507889553916192948e+00,8.996936977576180938e-02
9.212444317261948568e-01,9.199422933301147909e-01,4.842550676116444408e-01,1.039363313080871709e+00,5.815576217920109814e-01
7.093740928983035543e-01,8.449126051632611656e-01,4.523402387555121029e-01,1.212980217834669583e+00,7.623354037334211242e-01
9.238386916119611936e-01,8.664121643037874243e-01,4.743683513201916724e-01,1.085455429057784249e+00,5.737053498537445506e-01
1.197180911735413078e+00,1.102420413714982672e+00,4.041516051853504821e-01,1.281888599135096118e+00,3.252724107468351056e-01
